"COUNTY","YEAR","WATER_SYSTEM_NUMBER","VIOLATION_TYPE_NAME","REGULATING_AGENCY","VIOL_MONTH","WaterSystemName","FederalWaterSystemType","StateWaterSystemType","WaterSystemStatus","OwnerType","PrimaryWaterSourceType","ResidentialPopulation","NonTransientPopulation","TransientPopulation","TotalPopulation","SC_Agricultural","SC_Combined","SC_Commercial","SC_Institutional","SC_Residential","SC_Total","FeeCodeDescription","SNSVVisitDate","CITY","TreatmentPlantClass","DistributionSystemClass","Kids","Teen","Senior","Adult1","Adult2"
"KERN",2014,"CA1500424","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LANDS OF PROMISE MWC","Community","Community","ACTIVE","Private","Groundwater",190,0,0,190,NA,0,0,0,65,65,"Small Community","11/13/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500424","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LANDS OF PROMISE MWC","Community","Community","ACTIVE","Private","Groundwater",190,0,0,190,NA,0,0,0,65,65,"Small Community","11/13/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500424","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"LANDS OF PROMISE MWC","Community","Community","ACTIVE","Private","Groundwater",190,0,0,190,NA,0,0,0,65,65,"Small Community","11/13/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500424","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"LANDS OF PROMISE MWC","Community","Community","ACTIVE","Private","Groundwater",190,0,0,190,NA,0,0,0,65,65,"Small Community","11/13/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500436","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"HUNGRY GULCH MWC","Community","Community","ACTIVE","Private","Groundwater",36,0,0,36,NA,0,0,0,38,38,"Small Community","7/5/2017","WOFFORD HEIGHTS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500442","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"SUNSET APARTMENTS WS","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",37,0,0,37,NA,0,0,0,20,20,"Small Community","5/4/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500455","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"WILLIAM FISHER MEMORIAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",56,0,0,56,NA,0,0,0,16,16,"Small Community","11/13/2015","MOJAVE","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500458","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"R.S. MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",67,0,0,67,NA,0,0,0,24,24,"Small Community","4/19/2018","WOFFORD HEIGHTS","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500458","MCL, SINGLE SAMPLE","DISTRICT 19 - TEHACHAPI",4,"R.S. MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",67,0,0,67,NA,0,0,0,24,24,"Small Community","4/19/2018","WOFFORD HEIGHTS","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500458","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"R.S. MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",67,0,0,67,NA,0,0,0,24,24,"Small Community","4/19/2018","WOFFORD HEIGHTS","Treatment or distribution operator of any grade","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500461","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"FOUNTAIN TRAILER PARK WATER","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",68,0,0,68,NA,1,0,0,32,33,"Small Community","2/1/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500461","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"FOUNTAIN TRAILER PARK WATER","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",68,0,0,68,NA,1,0,0,32,33,"Small Community","2/1/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500461","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"FOUNTAIN TRAILER PARK WATER","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",68,0,0,68,NA,1,0,0,32,33,"Small Community","2/1/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500461","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"FOUNTAIN TRAILER PARK WATER","Community","Community","ACTIVE","Mixed (Public/Private)","Groundwater",68,0,0,68,NA,1,0,0,32,33,"Small Community","2/1/2018","NORTH EDWARDS","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500493","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"EL ADOBE POA, INC.","Community","Community","ACTIVE","Private","Groundwater",200,0,0,200,NA,80,0,0,0,80,"Small Community","5/30/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500494","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",1,"WILSON ROAD WATER COMMUNITY","Community","Community","ACTIVE","Private","Groundwater",66,0,0,66,NA,20,0,0,0,20,"Small Community","3/19/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500494","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",4,"WILSON ROAD WATER COMMUNITY","Community","Community","ACTIVE","Private","Groundwater",66,0,0,66,NA,20,0,0,0,20,"Small Community","3/19/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500494","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",7,"WILSON ROAD WATER COMMUNITY","Community","Community","ACTIVE","Private","Groundwater",66,0,0,66,NA,20,0,0,0,20,"Small Community","3/19/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500494","MCL, SINGLE SAMPLE","DISTRICT 12 - VISALIA",10,"WILSON ROAD WATER COMMUNITY","Community","Community","ACTIVE","Private","Groundwater",66,0,0,66,NA,20,0,0,0,20,"Small Community","3/19/2018","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500525","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"LAKEVIEW RANCHOS MUTUAL WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",120,0,0,120,NA,0,0,0,71,71,"Small Community","2/2/2018","WELDON","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500561","MCL,  AVERAGE","DISTRICT 12 - VISALIA",1,"ROUND MOUNTAIN WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,17,0,0,0,17,"Small Community","11/10/2015","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500561","MCL,  AVERAGE","DISTRICT 12 - VISALIA",4,"ROUND MOUNTAIN WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,17,0,0,0,17,"Small Community","11/10/2015","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500561","MCL,  AVERAGE","DISTRICT 12 - VISALIA",7,"ROUND MOUNTAIN WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,17,0,0,0,17,"Small Community","11/10/2015","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500561","MCL,  AVERAGE","DISTRICT 12 - VISALIA",10,"ROUND MOUNTAIN WATER COMPANY","Community","Community","ACTIVE","Private","Groundwater",50,0,0,50,NA,17,0,0,0,17,"Small Community","11/10/2015","BAKERSFIELD","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",1,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",4,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",7,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
"KERN",2014,"CA1500571","MCL,  AVERAGE","DISTRICT 19 - TEHACHAPI",10,"LUCKY 18 ON ROSAMOND, LLC","Community","Community","ACTIVE","Private","Groundwater",73,0,0,73,NA,0,0,0,60,60,"Small Community","12/17/2015","ROSAMOND","#N/A","Distribution Operator Level 1",158609,142929,52234,134850,388046
